Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Index
6/12/2022,1,52000,470,6 out of 7,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1253
6/12/2022,1,13000,410,2 out of 7,Carpet Area,Mira Road East,Mumbai,Unfurnished,Family,1,Contact Agent,1254
6/16/2022,3,45000,850,5 out of 7,Carpet Area,Mulund West,Mumbai,Unfurnished,Family,3,Contact Agent,1255
7/9/2022,3,180000,1500,15 out of 20,Carpet Area,"Purushottam Towers, Dadar West",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1256
7/9/2022,2,63000,888,12 out of 20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1257
6/28/2022,1,7500,380,3 out of 7,Carpet Area,sunanda circal,Mumbai,Unfurnished,Bachelors,2,Contact Owner,1258
7/6/2022,1,30000,360,4 out of 20,Carpet Area,"Antop Hill, Wadala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1259
7/7/2022,1,28500,565,1 out of 8,Super Area,Kandivali East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1260
7/7/2022,3,100000,2000,25 out of 50,Super Area,"Auris Serenity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,1261
6/23/2022,4,270000,1358,25 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",Mumbai,Semi-Furnished,Family,4,Contact Agent,1262
7/9/2022,2,38000,661,17 out of 36,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1263
7/6/2022,1,26000,450,9 out of 20,Carpet Area,"Ratan Silicon Park, Jankalyan Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,1264
5/14/2022,3,70000,1300,6 out of 30,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,1265
6/4/2022,2,41000,600,4 out of 8,Carpet Area,"Vasant Oscar, Mulund West",Mumbai,Furnished,Family,2,Contact Agent,1266
4/27/2022,2,27000,900,Ground out of 4,Super Area,Mahatama Gandhi Road,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,1267
6/30/2022,1,53000,379,21 out of 23,Carpet Area,"Hiranandani Regent Hill, Powai",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,1268
5/18/2022,2,65000,805,8 out of 58,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Family,3,Contact Agent,1269
5/14/2022,1,85000,650,3 out of 8,Super Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1270
4/28/2022,1,6000,500,8 out of 10,Super Area,Naigaon East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1271
6/20/2022,1,43000,480,5 out of 7,Carpet Area,Seven Bungalows,Mumbai,Furnished,Family,2,Contact Agent,1272
6/23/2022,2,65000,550,1 out of 7,Super Area,"Dr Babasaheb Ambedkar Road, Mumbai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1273
6/8/2022,3,280000,1600,5 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1274
6/28/2022,3,98000,1400,4 out of 15,Carpet Area,"Hubtown Sunmist, Chakala",Mumbai,Semi-Furnished,Family,2,Contact Agent,1275
6/15/2022,3,330000,1500,20 out of 41,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1276
7/9/2022,3,65000,1050,3 out of 62,Carpet Area,"Alpine, Kandivali East",Mumbai,Unfurnished,Bachelors,3,Contact Agent,1277
7/6/2022,3,85000,920,4 out of 13,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Family,3,Contact Agent,1278
7/7/2022,1,40000,450,8 out of 13,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,1279
7/7/2022,1,23000,440,Ground out of 4,Carpet Area,in Kandivali West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,1280
5/10/2022,3,55000,932,3 out of 8,Super Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Owner,1281
4/27/2022,1,15000,270,15 out of 15,Carpet Area,chakala andheri east,Mumbai,Unfurnished,Bachelors,2,Contact Owner,1282
6/30/2022,1,52000,379,23 out of 23,Carpet Area,"Hiranandani Regent Hill, Powai",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,1283
5/26/2022,2,13000,582,5 out of 8,Carpet Area,Lodha casa rio,Mumbai,Furnished,Family,2,Contact Owner,1284
6/28/2022,2,95000,800,6 out of 8,Carpet Area,"Pali Hill Apartment, Pali Hill",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1285
7/6/2022,1,25000,444,7 out of 17,Carpet Area,"Srishti Solitaire, Bhandup Industrial Estate",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1286
6/4/2022,1,21000,428,12 out of 21,Carpet Area,"Godrej Tranquil, Lokhandwala Twp",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1287
6/27/2022,5,360000,1880,11 out of 27,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,4,Contact Agent,1288
7/6/2022,2,60000,888,5 out of 20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1289
5/31/2022,1,19000,490,Ground out of 8,Super Area,Bhandup East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1290
6/16/2022,3,140000,937,28 out of 39,Carpet Area,"Sheth Beaumonte, Sion Koliwada",Mumbai,Unfurnished,Family,4,Contact Agent,1291
5/13/2022,2,30000,710,12 out of 21,Carpet Area,"Gokul Gagan, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,1292
5/18/2022,4,130000,1617,15 out of 58,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1293
5/24/2022,2,80000,836,6 out of 23,Carpet Area,"TATA Falcon Crest, Parel",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1294
7/6/2022,2,85000,1200,36 out of 45,Carpet Area,"Crescent Bay T3, Bhoiwada",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1295
7/7/2022,2,65000,950,9 out of 28,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1296
7/9/2022,1,33000,460,10 out of 25,Carpet Area,"Conwood Astoria, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1297
7/9/2022,1,36000,585,10 out of 14,Super Area,"Odyssey Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1298
6/12/2022,2,22000,550,2 out of 7,Carpet Area,"Salasar Garden, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,1299
6/16/2022,1,17000,375,9 out of 20,Carpet Area,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1300
6/3/2022,2,55000,700,10 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1301
7/9/2022,2,66000,750,2 out of 8,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Unfurnished,Family,2,Contact Agent,1302
7/9/2022,4,140000,2000,6 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,4,Contact Agent,1303
7/6/2022,4,260000,2046,22 out of 52,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1304
6/28/2022,2,32000,750,3 out of 7,Super Area,"Shree Sai Usha Complex, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1305
6/27/2022,2,45000,730,5 out of 17,Carpet Area,"Raheja Heights, Malad East",Mumbai,Unfurnished,Family,2,Contact Agent,1306
5/17/2022,2,50000,750,10 out of 20,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1307
4/29/2022,1,18500,229,5 out of 9,Super Area,Vile Parle,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1308
6/29/2022,2,51000,910,10 out of 19,Carpet Area,"Rivali Park, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,1309
6/4/2022,4,140000,1648,21 out of 58,Carpet Area,"Sheth Auris Serinity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1310
7/9/2022,3,80000,1100,48 out of 54,Carpet Area,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,3,Contact Agent,1311
6/26/2022,1,30000,560,2 out of 4,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1312
6/30/2022,2,85000,850,4 out of 6,Carpet Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1313
6/16/2022,1,15000,450,2 out of 4,Super Area,Dahisar East,Mumbai,Unfurnished,Family,1,Contact Owner,1314
5/31/2022,2,50000,820,7 out of 28,Carpet Area,"Raheja Heights, BMC Colony Malad East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1315
5/31/2022,2,60000,750,10 out of 20,Carpet Area,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1316
7/7/2022,1,23000,410,4 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1317
5/2/2022,1,14500,490,12 out of 20,Carpet Area,Ketki Pada,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1318
6/30/2022,2,40000,700,11 out of 15,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1319
5/31/2022,5,650000,3000,8 out of 10,Carpet Area,Khar West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1320
5/23/2022,1,80000,560,1 out of 7,Carpet Area,Waterfield Road,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,1321
7/7/2022,2,55000,650,8 out of 18,Carpet Area,"White Lily Apartment, Bhandup East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1322
5/31/2022,1,12000,520,2 out of 3,Super Area,in Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1323
7/9/2022,2,45000,850,9 out of 12,Carpet Area,"Eco Residency, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1324
7/9/2022,2,90000,777,19 out of 22,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1325
7/6/2022,2,43000,771,15 out of 37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1326
7/7/2022,1,22000,400,3 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1327
6/26/2022,2,20000,600,7 out of 7,Carpet Area,"Marigold-5, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,1328
7/4/2022,1,26000,390,Upper Basement out of 7,Carpet Area,"Greenfields CHS, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1329
6/23/2022,4,850000,3200,2 out of 4,Carpet Area,Breach Candy,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1330
6/27/2022,1,34999,450,5 out of 12,Carpet Area,"HDIL Premier Residences, Kurla West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1331
6/4/2022,1,35000,500,7 out of 23,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1332
5/13/2022,1,50000,410,6 out of 12,Carpet Area,Dadar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,1333
6/3/2022,1,16000,160,2 out of 3,Carpet Area,Lal Baug,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1334
5/14/2022,2,55000,750,10 out of 14,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1335
6/2/2022,1,39000,585,3 out of 7,Super Area,"Chanchal Kalyan Complex, Yari Road",Mumbai,Unfurnished,Family,2,Contact Agent,1336
6/16/2022,3,100000,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent,1337
6/10/2022,1,25000,350,2 out of 17,Carpet Area,Ghatla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1338
5/5/2022,1,25000,490,3 out of 7,Super Area,Kandivali East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1339
7/6/2022,2,49500,650,5 out of 16,Carpet Area,Juhu Versova Link Road,Mumbai,Unfurnished,Family,2,Contact Agent,1340
6/10/2022,1,21000,225,6 out of 24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1341
6/20/2022,2,110000,850,5 out of 13,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1342
7/7/2022,1,21000,385,Ground out of 5,Super Area,in Santacruz East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1343
7/9/2022,2,46700,800,2 out of 7,Carpet Area,"Milap CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2,Contact Agent,1344
6/22/2022,4,400000,2500,5 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1345
5/14/2022,4,280000,1526,76 out of 78,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1346
5/27/2022,1,18000,300,3 out of 10,Super Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1347
7/6/2022,3,80000,1800,10 out of 13,Super Area,"Sabari Palm View, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1348
6/28/2022,2,88000,800,5 out of 20,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1349
5/17/2022,3,90000,890,20 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Family,2,Contact Agent,1350
5/18/2022,2,38000,700,14 out of 23,Carpet Area,"Sky Villa, Gokuldham",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1351
7/7/2022,1,20000,465,3 out of 4,Super Area,in Borivali East,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,1352
6/20/2022,2,140000,900,8 out of 36,Carpet Area,"Marathon Next Gen Era, Lower Parel",Mumbai,Furnished,Family,2,Contact Agent,1353
5/17/2022,3,78000,1073,8 out of 20,Carpet Area,"Raheja Ridgewood, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1354
5/23/2022,1,21000,450,4 out of 7,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1355
6/27/2022,3,95000,1350,8 out of 16,Carpet Area,"Rajesh Raj Classic, Yari Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1356
6/30/2022,2,90000,800,5 out of 8,Carpet Area,"Band Stand, Bandra Band Stand",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1357
6/4/2022,2,34000,600,4 out of 7,Carpet Area,"Shiv Dham Apartment, Goregaon East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,1358
6/30/2022,2,55000,650,5 out of 15,Carpet Area,Sion Trombay Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1359
5/18/2022,2,52000,550,3 out of 3,Carpet Area,Dadar East,Mumbai,Furnished,Bachelors,2,Contact Agent,1360
6/20/2022,1,74999,840,8 out of 17,Carpet Area,"Celestia Spaces, Balkrishna Dadu Karade Chowk",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1361
5/18/2022,3,75000,1121,30 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1362
5/26/2022,2,45000,650,2 out of 12,Carpet Area,"Swastik Pride, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1363
6/16/2022,1,22000,575,14 out of 14,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1364
5/27/2022,1,32000,475,3 out of 4,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1365
6/22/2022,2,34000,830,9 out of 21,Carpet Area,"Indraprastha CHS, Bhayandar East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1366
5/19/2022,3,170000,1337,28 out of 30,Carpet Area,"Oberoi Splendor Grande, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1367
5/13/2022,1,23000,420,5 out of 7,Carpet Area,"Spring Leaf, Lokhandwala Twp",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1368
6/21/2022,1,20000,310,Ground out of 7,Carpet Area,Malad West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,1369
7/4/2022,3,350000,1800,2 out of 12,Carpet Area,Khar West,Mumbai,Furnished,Family,4,Contact Agent,1370
7/6/2022,3,90000,967,14 out of 33,Carpet Area,"Romell Aether, Goregaon East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1371
6/30/2022,1,55000,505,4 out of 12,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,1372
6/23/2022,1,15000,275,3 out of 7,Super Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1373
7/7/2022,2,22000,640,21 out of 21,Carpet Area,Mahajan Wadi,Mumbai,Semi-Furnished,Family,2,Contact Agent,1374
6/13/2022,3,60000,1500,10 out of 23,Carpet Area,Film City,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1375
6/13/2022,2,49000,850,10 out of 23,Carpet Area,"Lakshchandi Height, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1376
5/20/2022,2,34000,900,12 out of 25,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1377
5/18/2022,1,24000,430,6 out of 7,Carpet Area,"Bhoomi Elegant, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1378
7/7/2022,4,270000,1649,18 out of 29,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,1379
5/11/2022,3,69000,1100,12 out of 24,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,1380
7/9/2022,3,120000,1200,14 out of 35,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1381
6/17/2022,2,32000,680,5 out of 20,Carpet Area,"Galassia, Kandarpada",Mumbai,Unfurnished,Family,2,Contact Agent,1382
5/25/2022,2,24000,600,5 out of 7,Carpet Area,Charkop,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,1383
6/7/2022,4,100000,1560,12 out of 19,Carpet Area,"diamond garden, Chembur",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,1384
5/27/2022,5,600000,4500,7 out of 20,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,5,Contact Agent,1385
7/6/2022,2,45000,771,20 out of 37,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1386
7/9/2022,2,80000,800,7 out of 22,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1387
6/27/2022,2,37000,800,5 out of 14,Super Area,"Mayuresh Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,1388
6/16/2022,3,210000,1425,9 out of 35,Carpet Area,"The Primordial House, Kemps Corner",Mumbai,Furnished,Bachelors,4,Contact Agent,1389
6/27/2022,4,190000,1750,5 out of 17,Carpet Area,"Godrej The Trees, Pirojshah Nagar",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,1390
5/27/2022,1,25000,475,11 out of 15,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1391
7/9/2022,4,210000,2000,27 out of 27,Carpet Area,Vikhroli,Mumbai,Unfurnished,Bachelors,5,Contact Agent,1392
6/4/2022,3,200000,1375,15 out of 60,Carpet Area,"Raheja Imperia, Worli",Mumbai,Semi-Furnished,Family,3,Contact Agent,1393
6/29/2022,5,310000,2800,19 out of 33,Carpet Area,"MidCity Shikhar, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1394
5/18/2022,1,26000,650,1 out of 3,Super Area,Srinagarchs chembur west near sankralyammandir,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1395
6/1/2022,2,27000,600,18 out of 20,Carpet Area,"Royal Palms, Goregaon East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,1396
4/29/2022,1,26000,649,3 out of 3,Super Area,"Uttam Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1397
6/29/2022,2,60000,950,2 out of 8,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Furnished,Bachelors,2,Contact Agent,1398
6/2/2022,1,12000,225,7 out of 7,Carpet Area,Ashok Van,Mumbai,Unfurnished,Family,1,Contact Owner,1399
6/22/2022,2,180000,1000,6 out of 10,Carpet Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1400
7/9/2022,1,30000,330,13 out of 40,Carpet Area,Malad East,Mumbai,Furnished,Family,1,Contact Agent,1401
6/25/2022,3,100000,1200,8 out of 14,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1402
6/23/2022,3,140000,1270,15 out of 60,Carpet Area,"Lodha Azzuro , Parel",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,1403
5/17/2022,3,70000,920,14 out of 21,Carpet Area,"Safal Twins, Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,1404
5/26/2022,2,20000,630,4 out of 22,Carpet Area,"SK Imperial Heights, Mira Road East",Mumbai,Unfurnished,Family,2,Contact Agent,1405
5/28/2022,2,22000,670,4 out of 12,Carpet Area,"Prathamesh Heritage, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,1406
6/4/2022,1,32000,450,1 out of 5,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1407
4/28/2022,1,20000,265,6 out of 7,Super Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1408
7/6/2022,2,50000,600,9 out of 11,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1409
7/4/2022,2,29000,670,7 out of 7,Carpet Area,Amar Nagar,Mumbai,Unfurnished,Family,2,Contact Owner,1410
7/6/2022,2,45000,650,10 out of 18,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1411
6/2/2022,1,6500,422,9 out of 15,Carpet Area,Nalasopara West,Mumbai,Semi-Furnished,Family,2,Contact Agent,1412
6/12/2022,2,55000,955,8 out of 22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1413
6/27/2022,3,69999,1100,6 out of 13,Carpet Area,Kurla,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1414
5/8/2022,1,18500,300,3 out of 4,Carpet Area,JL Tambe Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Owner,1415
6/30/2022,2,50000,900,5 out of 17,Carpet Area,"Dheeraj Valley Tower, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1416
6/28/2022,2,45000,785,2 out of 7,Carpet Area,Chakala,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1417
6/3/2022,3,85000,1350,20 out of 31,Carpet Area,"HDIL Metropolis, 4 Bunglows",Mumbai,Furnished,Family,3,Contact Agent,1418
6/6/2022,2,85000,900,27 out of 45,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1419
6/27/2022,1,25000,400,18 out of 23,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors,1,Contact Agent,1420
5/27/2022,2,75000,800,19 out of 20,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,1421
7/9/2022,2,190000,895,32 out of 46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1422
6/27/2022,1,20000,625,10 out of 12,Super Area,Dahisar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1423
6/23/2022,2,30000,720,5 out of 14,Carpet Area,"Samarth Garden, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1424
7/4/2022,2,75000,750,4 out of 13,Carpet Area,"Utkarsh CHS, Prabhadevi",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1425
6/8/2022,3,350000,1663,19 out of 85,Carpet Area,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1426
7/6/2022,2,70000,660,Ground out of 6,Carpet Area,Azad Nagar Colaba,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1427
6/30/2022,2,32000,700,Ground out of 7,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1428
6/23/2022,1,22000,377,3 out of 23,Super Area,"Srishti Elegance, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1429
6/4/2022,2,35000,650,5 out of 6,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,Family,2,Contact Agent,1430
5/31/2022,2,47000,650,5 out of 7,Carpet Area,"117 Residency, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1431
7/9/2022,4,400000,2080,34 out of 46,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1432
6/8/2022,2,31000,700,2 out of 8,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1433
5/12/2022,1,60000,430,1 out of 7,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,1434
6/16/2022,2,58000,650,15 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Unfurnished,Family,2,Contact Agent,1435
6/14/2022,3,85000,890,4 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1436
7/9/2022,2,45000,965,19 out of 27,Super Area,Bhakti Park,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1437
7/2/2022,1,7500,630,3 out of 12,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1438
